cpu_usage,memory_usage,temperature,battery_level,battery_drain,upload_speed_kbps,download_speed_kbps,brightness,Target
55.0,73.0,34.9,42.0,-336.0,3.9452052,41.580475,32.0,0
86.0,71.0,34.9,42.0,-344.0,6.655327,12.984241000000004,32.0,0
77.0,69.0,34.9,42.0,-199.0,0.6818155600000001,2.5282470000000004,32.0,0
58.0,70.0,34.9,42.0,-346.0,6.065365,76.43856,32.0,1
34.0,70.0,34.9,42.0,-327.0,1.4281436,51.85989,32.0,1
86.0,70.0,34.9,42.0,-576.0,4.8108525,103.547226,32.0,0
26.0,73.0,34.9,42.0,-182.0,7.1795654,11.002637,32.0,1
26.0,73.0,34.9,42.0,-253.0,0.04652605199999993,0.031017369000000627,32.0,1
37.0,74.0,34.9,42.0,-337.0,5.186185,5.8416724,32.0,1
30.999999999999996,74.0,34.9,42.0,-198.00000000000003,0.14567240000000004,0.12991746999999876,32.0,1
27.0,73.0,34.9,42.0,-187.0,0.7598459,0.21112236000000095,32.0,1
29.0,73.0,34.9,42.0,-192.99999999999997,0.11631513399999993,0.0,32.0,1
26.0,73.0,34.9,42.0,-171.0,0.13088702000000008,0.0,32.0,1
29.0,73.0,34.9,42.0,-167.0,0.0436615119999999,0.0,32.0,1
26.0,73.0,34.9,42.0,-133.0,0.4431867599999999,0.0,32.0,1
86.0,74.0,34.9,42.0,-117.00000000000003,0.043650670000000114,0.0,32.0,0
26.0,73.0,34.9,42.0,-181.0,2.58579,0.60230666,32.0,1
33.0,73.0,34.9,42.0,-177.99999999999997,0.14550224000000012,0.0,32.0,1
26.0,72.0,34.9,42.0,-172.99999999999997,0.20166295999999995,0.012603935000001343,32.0,1
37.0,73.0,34.9,42.0,-175.00000000000003,0.02910767499999989,0.0,32.0,1
30.999999999999996,69.0,35.4,42.0,-407.0,7.1959033,28.989551999999996,32.0,1
32.0,72.0,35.4,42.0,-395.0,0.8575941300000001,0.22139310000000023,32.0,0
84.0,70.0,35.4,42.0,-383.0,1.7395095999999999,0.0,32.0,0
35.0,72.0,35.4,42.0,-258.0,0.46248022,1.2541958999999991,32.0,1
86.0,72.0,35.5,42.0,-697.0,3.3173617999999996,8.773101000000002,32.0,0
94.0,72.0,34.7,41.0,-433.0,8.844257,7.461964,32.0,0
42.0,73.0,34.7,41.0,-268.0,1.9411979,0.8168852999999991,32.0,1
44.0,73.0,34.7,41.0,-291.0,0.012651033999999894,0.0,32.0,0
42.0,73.0,34.7,41.0,-352.0,0.08204974999999992,0.06890230999999858,32.0,0
73.0,73.0,34.7,41.0,-343.0,0.2549142200000001,0.2753657700000005,32.0,0
34.0,73.0,34.7,41.0,-251.0,0.01267629799999992,0.0,32.0,1
29.0,72.0,34.7,41.0,-182.0,0.03209817000000004,0.05398329000000146,32.0,1
27.0,72.0,34.7,41.0,-171.0,0.08178467999999994,0.06867971000000139,32.0,1
34.0,72.0,34.7,41.0,-176.00000000000003,1.3941891,0.35509163000000044,32.0,1
26.0,74.0,33.9,41.0,-176.00000000000003,0.9077939000000002,1.7717600000000004,32.0,1
26.0,74.0,33.9,41.0,-179.0,0.0,0.0,32.0,1
26.0,74.0,33.9,41.0,-162.99999999999997,0.41347763000000004,0.0,32.0,1
64.0,74.0,33.9,41.0,-576.0,1.7786089999999999,1.2502133999999998,32.0,0
62.0,75.0,33.9,41.0,-400.0,3.2658372,17.281164,32.0,0
30.999999999999996,67.0,33.9,41.0,-221.0,6.778736,7.235374,32.0,1
77.0,68.0,33.9,41.0,-177.0,0.4134884999999999,0.0,32.0,1
35.0,70.0,33.9,41.0,-237.0,4.0622373,11.059759,32.0,1
28.000000000000004,75.0,34.5,41.0,-266.0,3.5487347,0.5700856399999985,32.0,1
98.0,76.0,34.5,41.0,-384.0,3.9256308000000004,12.083598000000002,32.0,0
35.0,76.0,34.5,41.0,-403.0,7.9557686,10.283632,32.0,0
100.0,73.0,34.5,41.0,-206.0,5.65072,3.0329191999999985,32.0,0
